Simulation,Nb_agents,Gamma,Alpha,Beta,Blue_time,Red_time,Final_time
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
3,19,0.005,5.0,2.0,8.450000000000001,12.3,20.75
10,19,0.005,5.0,2.0,4.9,9.25,14.15
44,19,0.005,5.0,2.0,10.2,13.25,23.450000000000003
43,19,0.005,5.0,2.0,6.4,11.05,17.450000000000003
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
24,19,0.005,5.0,2.0,4.800000000000001,9.85,14.650000000000002
19,19,0.005,5.0,2.0,6.050000000000001,9.8,15.85
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
10,19,0.005,5.0,2.0,4.45,8.25,12.7
28,19,0.005,5.0,2.0,4.65,9.75,14.4
29,19,0.005,5.0,2.0,9.2,11.85,21.050000000000004
14,19,0.005,5.0,2.0,14.5,17.0,31.5
12,20,0.005,5.0,2.0,9.7,12.65,22.35
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
12,20,0.005,5.0,2.0,9.7,12.65,22.35
14,20,0.005,5.0,2.0,11.1,18.0,29.1
4,20,0.005,5.0,2.0,21.4,24.8,46.2
1,20,0.005,5.0,2.0,17.95,21.85,39.8
1,20,0.005,5.0,2.0,5.800000000000001,10.4,16.200000000000003
1,20,0.005,5.0,2.0,4.7,8.85,13.55
1,20,0.005,5.0,2.0,16.7,20.05,36.75
1,20,0.005,5.0,2.0,6.6000000000000005,10.75,17.35
1,20,0.005,5.0,2.0,5.1000000000000005,9.8,14.900000000000002
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
8,20,0.005,5.0,2.0,4.8500000000000005,10.95,15.8
11,20,0.005,5.0,2.0,4.2,8.9,13.1
39,20,0.005,5.0,2.0,5.7,10.35,16.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
47,20,0.005,5.0,2.0,6.45,10.2,16.650000000000002
41,20,0.005,5.0,2.0,9.15,12.9,22.05
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
8,20,0.005,5.0,2.0,5.3500000000000005,9.2,14.55
